the_geom,COLLECTOR,DATE_,SECTION_,PATROL,ROUTE,ROAD_TYPE,REF_PT,COMMENTS,DATAFILE
POINT (-107.05628250840562 37.72883685866727),"SANDERSON, JOHN",04/15/2003 12:00:00 AM,7,23,149A,Main_Hwy,35,,S7P2303-04-15.cor
POINT (-107.07179118751013 37.73573661284358),"SANDERSON, JOHN",04/15/2003 12:00:00 AM,7,23,149A,Main_Hwy,36,,S7P2303-04-15.cor
POINT (-107.08333772907345 37.744480892867585),"SANDERSON, JOHN",04/15/2003 12:00:00 AM,7,23,149A,Main_Hwy,37,,S7P2303-04-15.cor
POINT (-107.094537157801 37.75366514777876),"SANDERSON, JOHN",04/15/2003 12:00:00 AM,7,23,149A,Main_Hwy,38,,S7P2303-04-15.cor
POINT (-107.10807671396975 37.762319136405424),"SANDERSON, JOHN",04/15/2003 12:00:00 AM,7,23,149A,Main_Hwy,39,,S7P2303-04-15.cor
POINT (-107.11534390390213 37.7745234461123),"SANDERSON, JOHN",04/15/2003 12:00:00 AM,7,23,149A,Main_Hwy,40,,S7P2303-04-15.cor
POINT (-107.12284075657466 37.786760343814606),"SANDERSON, JOHN",04/15/2003 12:00:00 AM,7,23,149A,Main_Hwy,41,,S7P2303-04-15.cor
POINT (-107.13540352794351 37.79443665388026),"SANDERSON, JOHN",04/15/2003 12:00:00 AM,7,23,149A,Main_Hwy,42,,S7P2303-04-15.cor
POINT (-107.13674158040122 37.79589179781122),"SANDERSON, JOHN",04/15/2003 12:00:00 AM,7,23,149A,Main_Hwy,42.43000031,,S7P2303-04-15.cor
POINT (-108.66210601517571 37.48293497570052),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184A,Main_Hwy,0,,
POINT (-108.6440819672847 37.4823338696634),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184A,Main_Hwy,1,,
POINT (-108.62647844901298 37.48314376565804),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184A,Main_Hwy,2,,
POINT (-108.60926346346649 37.487067700569284),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184A,Main_Hwy,3,,
POINT (-108.59208298053053 37.49049114721881),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184A,Main_Hwy,4,,
POINT (-108.57495843955404 37.48704600552711),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184A,Main_Hwy,5,,
POINT (-108.55705605135351 37.48578374652799),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184A,Main_Hwy,6,,
POINT (-108.54676459311497 37.474313512789436),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184A,Main_Hwy,7,,
POINT (-108.53773730815627 37.463988518046044),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184A,Main_Hwy,8,,
POINT (-108.53644934533914 37.46254797458555),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184A,Main_Hwy,8.14000034,,
POINT (-108.52142636730854 37.46500528828061),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,8.98999977,,
POINT (-108.521239665804 37.46472575939383),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,9,,
POINT (-108.50810631749506 37.457459245307334),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,10,,
POINT (-108.49446077995923 37.45023764733894),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,11,,
POINT (-108.47825569051686 37.44596340509347),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,12,,
POINT (-108.46317071465427 37.439339108576974),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,13,,
POINT (-108.44538503064223 37.43718114475113),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,14,,
POINT (-108.43072797940046 37.42888995655101),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,15,,
POINT (-108.41296288707291 37.42895239447531),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,16,,
POINT (-108.39552172436707 37.42551592894172),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,17,,
POINT (-108.37743546724879 37.42568482723772),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,18,,
POINT (-108.36811697657484 37.4176273367747),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,19,,
POINT (-108.36447158469623 37.403289050236886),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,20,,
POINT (-108.3563180740821 37.39059309001663),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,21,,
POINT (-108.34486505206489 37.380171256848385),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,22,,
POINT (-108.32625884944116 37.381671258783534),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,23,,
POINT (-108.30987035002623 37.37732108094234),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,24,,
POINT (-108.29862087838187 37.366284845495976),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,25,,
POINT (-108.28930317193847 37.353945587123484),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,26,,
POINT (-108.2891509531121 37.34758251316716),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,184B,Main_Hwy,26.57999992,,
POINT (-108.55276635006979 37.35307840948807),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,0,,
POINT (-108.55441235888097 37.3674986978615),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,1,,
POINT (-108.55449024489401 37.38198435771175),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,2,,
POINT (-108.55445643295063 37.396368389671466),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,3,,
POINT (-108.5544789023818 37.410846897485094),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,4,,
POINT (-108.54629429042063 37.423156110253196),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,5,,
POINT (-108.54077883644695 37.436454065224176),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,6,,
POINT (-108.53580620126908 37.450073732740016),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,7,,
POINT (-108.53470248399016 37.463409927347286),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,8,,
POINT (-108.51756215715417 37.46674965785423),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,9,,
POINT (-108.50230280932246 37.47336489418328),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,10,,
POINT (-108.49352068069942 37.47478407109774),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,11,,
POINT (-108.47633211279411 37.47747355606551),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,12,,
POINT (-108.4584271686712 37.47647194423897),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,13,,
POINT (-108.44009160190774 37.47542989512488),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,14,,
POINT (-108.42517222252484 37.4799294253646),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,15,,
POINT (-108.41359566744389 37.49226393998862),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,16,,
POINT (-108.40074318625418 37.50209970014159),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,17,,
POINT (-108.38895775653451 37.51288797438373),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,18,,
POINT (-108.38380226313237 37.52695096468235),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,19,,
POINT (-108.3800919623172 37.54050224012511),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,20,,
POINT (-108.37692819628789 37.554905988933946),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,21,,
POINT (-108.36950553135833 37.568559483139076),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,22,,
POINT (-108.36210581257313 37.58243645726617),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,23,,
POINT (-108.34910783092086 37.590077763614836),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,24,,
POINT (-108.33209665740956 37.58718399686787),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,25,,
POINT (-108.31379088105743 37.58980001904609),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,26,,
POINT (-108.29917116220055 37.58382355620179),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,27,,
POINT (-108.28844914638269 37.57207621181557),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,28,,
POINT (-108.27265332619187 37.56760726595536),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,29,,
POINT (-108.25425138202392 37.570246829276854),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,30,,
POINT (-108.23860169722764 37.57643665627971),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,31,,
POINT (-108.22151860176717 37.578063604541114),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,32,,
POINT (-108.21663652477339 37.57841684110757),"TOKAR, RICHARD",09/12/2000 12:00:00 AM,3,20,145A,Main_Hwy,32.20000076,,
POINT (-109.04184567889538 37.81650074400471),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,666B,Main_Hwy,69.58000183,,
POINT (-109.03452756604736 37.814102686321306),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,666B,Main_Hwy,69,,
POINT (-109.01480646812003 37.808419853532676),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,666B,Main_Hwy,68,,
POINT (-108.99776966779771 37.80244678304806),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,666B,Main_Hwy,67,,
POINT (-108.98196126421075 37.795329289515365),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,666B,Main_Hwy,66,,
POINT (-108.7866834216226 38.025743269138324),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,28.5,,
POINT (-108.79543336349845 38.02579642411242),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,28,,
POINT (-108.81473248146698 38.025709427293954),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,27,,
POINT (-108.8323550943941 38.02696594014895),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,26,,
POINT (-108.8437850343537 38.03782003744437),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,25,,
POINT (-108.85648527714221 38.044501173602235),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,24,,
POINT (-108.86327010027291 38.032500187140315),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,23,,
POINT (-108.87794329054339 38.02880667097022),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,22,,
POINT (-108.89111074415703 38.03491937519869),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,21,,
POINT (-108.9012386938816 38.02865790484263),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,20,,
POINT (-108.9079560179294 38.0199295702704),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,19,,
POINT (-108.92108347530109 38.01522393249409),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,18,,
POINT (-108.93360774233246 38.00884818413702),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,17,,
POINT (-108.93585841016578 38.00093356530603),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,16,,
POINT (-108.94025021233209 37.98653112232942),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,15,,
POINT (-108.94002558865346 37.9717357898539),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,14,,
POINT (-108.93646836893653 37.956876588243226),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,13,,
POINT (-108.93330749139747 37.94361875552509),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,12,,
POINT (-108.93056859165674 37.92953367142152),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,11,,
POINT (-108.94063726127116 37.91887559961953),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,10,,
POINT (-108.9406646384033 37.90449729862865),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,9,,
POINT (-108.94060998217628 37.89041279003085),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,8,,
POINT (-108.94065594172967 37.87594131988773),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,7,,
POINT (-108.94066734915292 37.861183343583825),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,6,,
POINT (-108.94064965038868 37.84639362375513),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,5,,
POINT (-108.94065643926486 37.831509987604036),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,4,,
POINT (-108.94065665120281 37.81780069633078),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,3,,
POINT (-108.94067596212071 37.80334312318193),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,2,,
POINT (-108.9406789960508 37.789954567076094),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,1,,
POINT (-108.9407051481564 37.774971287553655),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,141A,Main_Hwy,0,,
POINT (-108.96818951815767 37.78557952575825),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,666B,Main_Hwy,65,,
POINT (-108.95299417740377 37.77855039979602),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,666B,Main_Hwy,64,,
POINT (-108.93614008862005 37.77323455242001),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,666B,Main_Hwy,63,,
POINT (-108.91916140701036 37.767843743945726),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,666B,Main_Hwy,62,,
POINT (-108.90224053345129 37.762401677186254),"TOKAR, RICHARD",09/13/2000 12:00:00 AM,3,1,666B,Main_Hwy,61,,
POINT (-105.09286715389722 40.305167768192746),"Daily, Curtis",09/28/2000 12:00:00 AM,1,5,287C,Main_Hwy,326,,
POINT (-105.07420054800481 40.305999228756654),"Daily, Curtis",09/28/2000 12:00:00 AM,1,5,287C,Main_Hwy,327,,
POINT (-105.07425051715143 40.32017758592543),"Daily, Curtis",09/28/2000 12:00:00 AM,1,5,287C,Main_Hwy,328,,
POINT (-105.074314833876 40.3345636521341),"Daily, Curtis",09/28/2000 12:00:00 AM,1,5,287C,Main_Hwy,329,,
POINT (-105.07438739659368 40.34897582121144),"Daily, Curtis",09/28/2000 12:00:00 AM,1,5,287C,Main_Hwy,330,,
POINT (-105.0733964700121 40.36337720282621),"Daily, Curtis",09/28/2000 12:00:00 AM,1,5,287C,Main_Hwy,331,,
POINT (-105.0731256759806 40.37786321349103),"Daily, Curtis",09/28/2000 12:00:00 AM,1,5,287C,Main_Hwy,332,,
POINT (-104.86764331111816 40.332636384686445),"Daily, Curtis",09/25/2000 12:00:00 AM,1,16,257A,Main_Hwy,0,,
POINT (-104.8678564077398 40.34727502383498),"Daily, Curtis",09/25/2000 12:00:00 AM,1,16,257A,Main_Hwy,1,,
POINT (-104.86972449794945 40.36135606290233),"Daily, Curtis",09/25/2000 12:00:00 AM,1,16,257A,Main_Hwy,2,,
POINT (-104.86975219138296 40.37523715512795),"Daily, Curtis",09/25/2000 12:00:00 AM,1,16,257A,Main_Hwy,3,MM MISSING,
POINT (-104.8697614509921 40.39023077235626),"Daily, Curtis",09/25/2000 12:00:00 AM,1,16,257A,Main_Hwy,4,,
POINT (-104.86975712991548 40.40479000574887),"Daily, Curtis",09/25/2000 12:00:00 AM,1,16,257A,Main_Hwy,5,,
POINT (-104.86979347955666 40.41909031817373),"Daily, Curtis",09/25/2000 12:00:00 AM,1,16,257A,Main_Hwy,6,,
POINT (-104.8699686124618 40.422698964904775),"Daily, Curtis",09/25/2000 12:00:00 AM,1,16,257A,Main_Hwy,6.26999998,,
POINT (-108.89515102533373 38.50052556651196),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,95.76999664,,
POINT (-108.89774855078663 38.50346007400692),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,96,,
POINT (-108.89519126947161 38.51315219025666),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,97,,
POINT (-108.89018868768578 38.525353631108445),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,98,,
POINT (-108.89876043772752 38.53609154664227),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,99,,
POINT (-108.90383696982651 38.550909838313004),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,100,,
POINT (-108.91611673632815 38.55812094314797),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,101,,
POINT (-108.92104588376073 38.57120979656623),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,102,,
POINT (-108.92851241659082 38.58571458437263),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,103,,
POINT (-108.93056787135819 38.59987688060814),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,104,MM MISSING,
POINT (-108.93839801338113 38.60874951485116),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,105,,
POINT (-108.94220328273794 38.62275923458566),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,106,,
POINT (-108.9510603795657 38.63490797363932),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,107,,
POINT (-108.95408094049064 38.64571031815983),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,108,,
POINT (-108.95726655284594 38.660492825106964),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,109,,
POINT (-108.97213626798138 38.67055801394238),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,110,,
POINT (-108.97828608905044 38.681433568829746),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,111,,
POINT (-108.96290720795963 38.68826635419107),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,112,,
POINT (-108.94918659929019 38.697860468190946),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,113,,
POINT (-108.93684765561069 38.70845808658634),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,114,,
POINT (-108.92344576269193 38.71772585172778),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,115,,
POINT (-108.90769458599885 38.72406028616641),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,116,,
POINT (-108.90254336640452 38.73482632607783),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,117,,
POINT (-108.90504022994487 38.748307601408904),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,118,,
POINT (-108.89942854777209 38.7617742128193),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,119,,
POINT (-108.88685708132651 38.77128179442737),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,120,,
POINT (-108.87038768617462 38.77721203492268),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,121,,
POINT (-108.85324117491305 38.780579853301965),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,122,,
POINT (-108.83612983284141 38.77667798773954),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,123,,
POINT (-108.81827852925846 38.77084913413766),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,124,,
POINT (-108.80008568144025 38.77022685294058),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,125,,
POINT (-108.78313099597263 38.76639736446032),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,126,,
POINT (-108.7689071848784 38.7576342141852),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,127,,
POINT (-108.75496790048432 38.75653061941359),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,128,,
POINT (-108.74178029773749 38.76573889856197),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,129,,
POINT (-108.7278981213368 38.77612712930827),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,130,,
POINT (-108.71211369394645 38.78226007975693),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,131,,
POINT (-108.69126099296996 38.78516839407141),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,132,,
POINT (-108.67665349336646 38.78443980087416),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,133,,
POINT (-108.66090280103545 38.79137625166377),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,134,,
POINT (-108.64368218232964 38.79723471660762),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,135,,
POINT (-108.63066726315596 38.80682546654187),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,136,,
POINT (-108.61382711294436 38.812154018650126),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,137,,
POINT (-108.59864192198789 38.81981577776157),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,138,,
POINT (-108.58415131846056 38.82822840849275),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,139,,
POINT (-108.57538597988764 38.83752539219726),"Shrader, Buck",09/22/2000 12:00:00 AM,2,4,141A,Main_Hwy,139.83999634,,
POINT (-108.86926370356034 39.212576004157825),"Shrader, Buck",09/19/2000 12:00:00 AM,2,5,006A,Main_Hwy,11.01000023,,
POINT (-108.86084704480346 39.22112462503707),"Shrader, Buck",09/19/2000 12:00:00 AM,2,5,006A,Main_Hwy,12,,
POINT (-108.84612783146528 39.21189180225672),"Shrader, Buck",09/19/2000 12:00:00 AM,2,5,006A,Main_Hwy,13,,
POINT (-108.82855462679618 39.2064784877779),"Shrader, Buck",09/19/2000 12:00:00 AM,2,5,006A,Main_Hwy,14,,
POINT (-108.81470911068254 39.197877230401005),"Shrader, Buck",09/19/2000 12:00:00 AM,2,5,006A,Main_Hwy,15,,
POINT (-108.81292108710201 39.19668115210133),"Shrader, Buck",09/19/2000 12:00:00 AM,2,5,006A,Main_Hwy,15.14999962,,
POINT (-108.1401023506924 39.18845432707908),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,0,,
POINT (-108.12500410833344 39.18607293301271),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,1,,
POINT (-108.106651382657 39.18726012540458),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,2,,
POINT (-108.08820808665469 39.189326173584874),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,3,,
POINT (-108.07111085406063 39.188434034324715),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,4,,
POINT (-108.05384040865792 39.19334763398012),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,5,,
POINT (-108.04095698892715 39.20257105378998),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,6,,
POINT (-108.03376644077116 39.21371726617966),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,7,,
POINT (-108.0209086110371 39.22406133056114),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,8,,
POINT (-108.00626700757365 39.2302114399975),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,9,,
POINT (-107.98971915613635 39.235932551001504),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,10,,
POINT (-107.97172336671332 39.238384983840504),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,11,,
POINT (-107.96243142526792 39.2386757750051),"Shrader, Buck",09/27/2000 12:00:00 AM,2,7,330A,Main_Hwy,11.61999989,,
POINT (-108.79975554309101 39.18935200699029),"Shrader, Buck",09/19/2000 12:00:00 AM,2,11,006A,Main_Hwy,16,,
POINT (-108.7841609618014 39.18139621469976),"Shrader, Buck",09/19/2000 12:00:00 AM,2,11,006A,Main_Hwy,17,,
POINT (-108.76766816211915 39.17296130780955),"Shrader, Buck",09/19/2000 12:00:00 AM,2,11,006A,Main_Hwy,18,MM MISSING,
POINT (-108.75332907317947 39.165632108353435),"Shrader, Buck",09/19/2000 12:00:00 AM,2,11,006A,Main_Hwy,19,,
POINT (-108.73776876567932 39.157815576604754),"Shrader, Buck",09/19/2000 12:00:00 AM,2,11,006A,Main_Hwy,20,,
POINT (-108.72387161177326 39.15062256686265),"Shrader, Buck",09/19/2000 12:00:00 AM,2,11,006A,Main_Hwy,21,,
POINT (-108.70812278270799 39.14265931433203),"Shrader, Buck",09/19/2000 12:00:00 AM,2,11,006A,Main_Hwy,22,,
POINT (-108.69300725635667 39.13478172048919),"Shrader, Buck",09/19/2000 12:00:00 AM,2,11,006A,Main_Hwy,23,,
POINT (-108.67758538600114 39.12686797290916),"Shrader, Buck",09/19/2000 12:00:00 AM,2,11,006A,Main_Hwy,24,,
POINT (-108.6631234101699 39.119436782000164),"Shrader, Buck",09/19/2000 12:00:00 AM,2,11,006A,Main_Hwy,25,,
